ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	SOURCE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
1075	§47	Amawáka	A	vomitar	1		hanã-		h a n ã			ha[n]a[n]-	vomitar	A hanã-
1076	§47	Kaxinawá	Kn	vomitar	1		hanã-		h a n ã			ha[n]a[n]-	vomitar	Kn hanã-
1077	§47	Marináwa	M	vomitar	1		ánã-		á n ã			ha[n]a[n]-	vomitar	M ánã-
1078	§47	Yawanawá	Yaw	vomitar	1		anan		a n a n			ha[n]a[n]-	vomitar	Yaw anan
1082	§48	Proto-Panoan	Proto	nome		0	harɨ		h a r ɨ		Oliveira2014	harɨ	nome	*harɨ ‘nome’
1083	§48	Kakataibo	Ksh	nome	1		anɨ		a n ɨ			harɨ	nome	Ksh anɨ
1084	§48	ShipiboKonibo	SK	nome	1		hanɨ		h a n ɨ			harɨ	nome	SK hanɨ
1085	§48	Kapanawa	Kp	nome	1		hanɨ		h a n ɨ			harɨ	nome	Kp hanɨ
1086	§48	Marúbo	Mar	nome			anɨ 		anɨ 		Cesarino2008	harɨ	nome	Mar anɨ (CESARINO;; 2008)
1087	§48	Chákobo	Ch	nombrar			hanɨ-		h a n ɨ			harɨ	nome	Ch hanɨ- ‘nombrar’
1088	§48	Kaxararí	Kax	nombrar			haˈlɨ [haˈlə]		haˈlɨ [haˈlə]		Couto2005	harɨ	nome	Kax haˈlɨ [haˈlə](COUTO;; 2005), haˈlɨ [ɦaˈlɨ] (LANES;; 2005)
1089	§48	Kaxararí	Kax	nombrar			haˈlɨ [ɦaˈlɨ] 		haˈlɨ [ɦaˈlɨ] 		Lanes2005	harɨ	nome	Kax haˈlɨ [haˈlə](COUTO;; 2005), haˈlɨ [ɦaˈlɨ] (LANES;; 2005)
1090	§48	Yamináwa	Yam	nombrar			anɨ 		anɨ 		Faust2002	harɨ	nome	Yam anɨ (FAUST; LOOS;; 2002)
1091	§48	Chanináwa	Chan	nome	1		adɨ		a d ɨ			harɨ	nome	Chan adɨ
1092	§48	Sharanáwa	Shar	nome	1		anɨ		a n ɨ			harɨ	nome	Shar anɨ, anɨn
1093	§48	Sharanáwa	Shar	nome	1		anɨn		a n ɨ n			harɨ	nome	Shar anɨ, anɨn
1094	§48	Shanenáwa	Shan	nome	1		anɨ		a n ɨ			harɨ	nome	Shan anɨ
1096	§48	Poyanáwa	Poy	nome	1		ãdɨ		ã d ɨ			harɨ	nome	Poy ãdɨ
1097	§48	Amawáka	A	Hyde, 1980), hanɨ I			ˈhanɨ		ˈh a n ɨ			harɨ	nome	A ˈhanɨ ‘Hyde;; 1980);;  hanɨ I
1099	§48	Marináwa	M	nombre			anɨ		a n ɨ			harɨ	nome	M anɨ ‘nombre’
1100	§48	Yawanawá	Yaw	nome	1		anɨ		a n ɨ			harɨ	nome	Yaw anɨ
1101	§48	Korúbo	Ko	nome			anɨ		a n ɨ			harɨ	nome	Ko anɨ ‘nome’
1102	§48	Matís	Mt	nome			anɨ		a n ɨ			harɨ	nome	Mt anɨ ‘nome’
1104	§49	Proto-Panoan	Proto	mutum (da esp. da fam. Cracidae)		0	hãsi[n]		h ã s i [ n ]		Oliveira2014	hãsi[n]	mutum (da esp. da fam. Cracidae)	*hãsi[n] ‘mutum (da esp. da fam. Cracidae)’
1105	§49	Kakataibo	Ksh	mutum (da esp. da fam. Cracidae)	1		asi᷈ o ãsi᷈		asi᷈ o ãsi᷈			hãsi[n]	mutum (da esp. da fam. Cracidae)	Ksh asi᷈ o ãsi᷈
1106	§49	ShipiboKonibo	SK	mutum (da esp. da fam. Cracidae)	1		hasi᷈		h a s i᷈			hãsi[n]	mutum (da esp. da fam. Cracidae)	SK hasi᷈
1107	§49	Kapanawa	Kp	mutum (da esp. da fam. Cracidae)	1		hasín		h a s í n			hãsi[n]	mutum (da esp. da fam. Cracidae)	Kp hasín
1108	§49	Marúbo	Mar	mutum (da esp. da fam. Cracidae)			ãsi᷈ɸ		ã s i᷈ ɸ 		Cesarino2008	hãsi[n]	mutum (da esp. da fam. Cracidae)	Mar ãsi᷈ɸ(CESARINO;; 2008)
1109	§49	Chákobo	Ch	clase de pavo silvestre			hasíni		h a s í n i			hãsi[n]	mutum (da esp. da fam. Cracidae)	Ch hasíni ‘clase de pavo silvestre’, haˈsini, haˈsi (ZINGG;; 1998)
1110	§49	Chákobo	Ch	mutum (da esp. da fam. Cracidae)	1		haˈsini		h a ˈs i n i			hãsi[n]	mutum (da esp. da fam. Cracidae)	Ch hasíni ‘clase de pavo silvestre’, haˈsini, haˈsi (ZINGG;; 1998)
1111	§49	Chákobo	Ch	mutum (da esp. da fam. Cracidae)			haˈsi 		haˈsi 		Zingg1998	hãsi[n]	mutum (da esp. da fam. Cracidae)	Ch hasíni ‘clase de pavo silvestre’, haˈsini, haˈsi (ZINGG;; 1998)
1113	§49	Yamináwa	Yam	mutum (da esp. da fam. Cracidae)			ãsi 		ãsi 		Faust2002	hãsi[n]	mutum (da esp. da fam. Cracidae)	Yam ãsi (FAUST; LOOS;; 2002)
1115	§49	Sharanáwa	Shar	mutum (da esp. da fam. Cracidae)	1		asin		a s i n			hãsi[n]	mutum (da esp. da fam. Cracidae)	Shar asin, asipan ‘paujil’
1116	§49	Sharanáwa	Shar	paujil			asipan		a s i p a n			hãsi[n]	mutum (da esp. da fam. Cracidae)	Shar asin, asipan ‘paujil’
1117	§49	Shanenáwa	Shan	mutum (da esp. da fam. Cracidae)	1		aʂin		a ʂ i n			hãsi[n]	mutum (da esp. da fam. Cracidae)	Shan aʂin
1118	§49	Katukina	Kat	mutum (da esp. da fam. Cracidae)	1		ansin		a n s i n			hãsi[n]	mutum (da esp. da fam. Cracidae)	Kat ansin
1119	§49	Poyanáwa	Poy	mutum (da esp. da fam. Cracidae)	1		ãsi᷈		ã s i᷈			hãsi[n]	mutum (da esp. da fam. Cracidae)	Poy ãsi᷈
1120	§49	Amawáka	A	mutum (da esp. da fam. Cracidae)	1		hãsi᷈ I		hãsi᷈ I			hãsi[n]	mutum (da esp. da fam. Cracidae)	A hãsi᷈ I, **hánsin;;  hánsinín ‘paujil’ (HYDE;; 1980)
1121	§49	Amawáka	A	paujil			hánsin,  hánsinín	1	**hánsin,  hánsinín		Hyde1980	hãsi[n]	mutum (da esp. da fam. Cracidae)	A hãsi᷈ I, **hánsin;;  hánsinín ‘paujil’ (HYDE;; 1980)
1122	§49	Kaxinawá	Kn	mutum (da esp. da fam. Cracidae)	1		hasi᷈		h a s i᷈			hãsi[n]	mutum (da esp. da fam. Cracidae)	Kn hasi᷈
1123	§49	Marináwa	M	mutum (da esp. da fam. Cracidae)	1		ási᷈		á s i᷈			hãsi[n]	mutum (da esp. da fam. Cracidae)	M ási᷈
1125	§49	Korúbo	Ko	mutum			koʃtin [ʔɔʃti᷈n]	1	**koʃtin [ʔɔʃti᷈n]			hãsi[n]	mutum (da esp. da fam. Cracidae)	Ko **koʃtin [ʔɔʃti᷈n] ‘mutum’
1128	§50	Proto-Panoan	Proto	abertura		0	hãʂaβa		h ã ʂ a β a		Oliveira2014	hãʂaβa	abertura	*hãʂaβa ‘abertura’
1129	§50	Kakataibo	Ksh	ancho, claro, llano, sin obstrucción como de rio o camino			ãʂaβa		ã ʂ a β a			hãʂaβa	abertura	Ksh ãʂaβa ‘ancho;; claro;; llano;; sin obstrucción como de rio o camino’
1130	§50	ShipiboKonibo	SK	tener la boca bien abierta			hãʂβá		h ã ʂ β á			hãʂaβa	abertura	SK hãʂβá ‘tener la boca bien abierta’
1131	§50	Kapanawa	Kp	abrir la boca			hanʂβá-		h a n ʂ β á			hãʂaβa	abertura	Kp hanʂβá- ‘abrir la boca’
1135	§50	Yamináwa	Yam	abertura			aʂɸã 		aʂɸã 		Faust2002	hãʂaβa	abertura	Yam aʂɸã (FAUST; LOOS;; 2002)
1136	§50	Chanináwa	Chan	boca			aʂɸa		a ʂ ɸ a			hãʂaβa	abertura	Chan aʂɸa ‘boca’
1137	§50	Sharanáwa	Shar	abertura	1		aʂɸa		a ʂ ɸ a			hãʂaβa	abertura	Shar aʂɸa, aʂɸapan ‘boca’
1138	§50	Sharanáwa	Shar	boca			aʂɸapan		a ʂ ɸ a p a n			hãʂaβa	abertura	Shar aʂɸa, aʂɸapan ‘boca’
1143	§50	Kaxinawá	Kn	abrir bien la boca			haʂpa		h a ʂ p a			hãʂaβa	abertura	Kn haʂpa ‘abrir bien la boca’
1144	§50	Marináwa	M	boca			áʂɸa		á ʂ ɸ a			hãʂaβa	abertura	M áʂɸa ‘boca’
1145	§50	Yawanawá	Yaw	boca			aʂβa		a ʂ β a			hãʂaβa	abertura	Yaw aʂβa ‘boca’
1149	§51	Proto-Panoan	Proto	esse tanto		0	hatit		h a t i t		Oliveira2014	hatit	esse tanto	*hatit ‘esse tanto’
1150	§51	Kakataibo	Ksh	then			atian		a t ia n		Zariquiey2011	hatit	esse tanto	Ksh atian ‘then’ (ZARIQUIEY;; 2011)
1151	§51	ShipiboKonibo	SK	tanto			haˈti		h a ˈt i		Loriot1993	hatit	esse tanto	SK haˈti ‘tanto’ (LORIOT; LAURIAULT; DAY;; 1993), hatíβi
1152	§51	ShipiboKonibo	SK	esse tanto	1		hatíβi		h a t í β i			hatit	esse tanto	SK haˈti ‘tanto’ (LORIOT; LAURIAULT; DAY;; 1993), hatíβi
1153	§51	Kapanawa	Kp	todos			hatiʔβi		h a t i ʔ β i			hatit	esse tanto	Kp hatiʔβi ‘todos’
1154	§51	Marúbo	Mar	essa quantia			aatí		aa t í		Kennell1978	hatit	esse tanto	Mar aatí ‘essa quantia’ (KENNEL;; 1978), ati [ˈātĭ] ‘3Pl (esses)’ (COSTA;; 1992)
1155	§51	Marúbo	Mar	3Pl (esses)			ati [ˈātĭ]		ati [ˈātĭ]		Costa1992	hatit	esse tanto	Mar aatí ‘essa quantia’ (KENNEL;; 1978), ati [ˈātĭ] ‘3Pl (esses)’ (COSTA;; 1992)
1156	§51	Chákobo	Ch	toditos, todo igual			haˈti		h a ˈt i		Zingg1998	hatit	esse tanto	Ch haˈti ‘toditos;; todo igual’ (ZINGG;; 1998), hatíta ‘todo’
1157	§51	Chákobo	Ch	todo			hatíta		h a t í t a			hatit	esse tanto	Ch haˈti ‘toditos;; todo igual’ (ZINGG;; 1998), hatíta ‘todo’
1159	§51	Yamináwa	Yam	todos, varios del mismo tipo, esta cantidad			-tii		t ii	 (FAUST, LOOS; 2002, EAKEN; 2008		hatit	esse tanto	Yam -tii ‘todos;; varios del mismo tipo;; esta cantidad’ (FAUST;; LOOS; 2002;; EAKEN; 2008)
1160	§51	Chanináwa	Chan	todos			natiɸi		n a t i ɸ i			hatit	esse tanto	Chan natiɸi ‘todos’, datian ‘ahora’
1161	§51	Chanináwa	Chan	ahora			datian		d a t ia n			hatit	esse tanto	Chan natiɸi ‘todos’, datian ‘ahora’
1162	§51	Sharanáwa	Shar	de este tamaño (objeto entero)			atiʂon		a t i ʂ o n			hatit	esse tanto	Shar atiʂon ‘de este tamaño (objeto entero)’
1163	§51	Shanenáwa	Shan	quantificador			-ti		t i			hatit	esse tanto	Shan -ti ‘quantificador’
1167	§51	Kaxinawá	Kn	todos esos, todos, cada uno			hatibi		h a t i b i			hatit	esse tanto	Kn hatibi ‘todos esos;;  todos;; cada uno’
1168	§51	Marináwa	M	esse tanto	1		nã́tiɸii		n ã́ t i ɸ ii			hatit	esse tanto	M nã́tiɸii
1169	§51	Yawanawá	Yaw	quanto			auɨ-ti		auɨ t i			hatit	esse tanto	Yaw auɨ-ti ‘quanto’
1170	§51	Korúbo	Ko	esse tanto			atet		a t e t			hatit	esse tanto	Ko atet ‘esse tanto’
1171	§51	Matís	Mt	tantos quantos			ted		t e d		Ferreira2005	hatit	esse tanto	Mt ted ‘tantos quantos’ (FERREIRA;; 2005)
1172	§51	Mayorúna	My	as many as			ted		t e d		Fleck2003	hatit	esse tanto	My ted ‘as many as’ (FLECK;; 2003), tedi ‘all of’
1173	§51	Mayorúna	My	all of			tedi		t e d i			hatit	esse tanto	My ted ‘as many as’ (FLECK;; 2003), tedi ‘all of’
1174	§52	Proto-Panoan	Proto	3a pessoa do plural		0	hato		h a t o		Oliveira2014	hato	3a pessoa do plural	*hato ‘3a pessoa do plural’
1175	§52	Kakataibo	Ksh	ellos, a ellos			ato		a t o			hato	3a pessoa do plural	Ksh ato ‘ellos;;  a ellos’
1176	§52	ShipiboKonibo	SK	ellos, a ellos			hato		h a t o			hato	3a pessoa do plural	SK hato ‘ellos;;  a ellos’
1177	§52	Kapanawa	Kp	su, de ellos			hatón		h a t ó n			hato	3a pessoa do plural	Kp hatón ‘su;;  de ellos’
1178	§52	Marúbo	Mar	3a pessoa plural absolutivo			ˈato		ˈa t o			hato	3a pessoa do plural	Mar ˈato ‘3a pessoa plural absolutivo’
1179	§52	Chákobo	Ch	a ellos			hato		h a t o			hato	3a pessoa do plural	Ch hato ‘a ellos’
1180	§52	Kaxararí	Kax	3a pessoa plural absolutivo			hatu		h a t u			hato	3a pessoa do plural	Kax hatu ‘3a pessoa plural absolutivo’
1181	§52	Yamináwa	Yam	3a persona plural			ato		a t o		Faust2002	hato	3a pessoa do plural	Yam ato ‘3a persona plural’ (FAUST; LOOS;; 2002)
1183	§52	Sharanáwa	Shar	ellos, ellas, a ellos, a ellas			ato		a t o			hato	3a pessoa do plural	Shar ato ‘ellos;; ellas;; a ellos;;  a ellas’
1184	§52	Shanenáwa	Shan	3a pessoa plural absolutivo			atu		a t u			hato	3a pessoa do plural	Shan atu ‘3a pessoa plural absolutivo’
1185	§52	Katukina	Kat	ele			hatu		h a t u			hato	3a pessoa do plural	Kat hatu ‘ele’
1186	§52	Poyanáwa	Poy	eles, elas			atuh		a t u h			hato	3a pessoa do plural	Poy atuh ‘eles;;  elas’
1187	§52	Amawáka	A	le, lo, la, les, los, las, a él, a ellos, a ella, a ellas			háto		h á t o		Hyde1980	hato	3a pessoa do plural	A háto ‘le;; lo;; la;; les;; los;; las;; a él;; a ellos;; a ella;;  a ellas’ (HYDE;; 1980), hato II
1188	§52	Amawáka	A	3a pessoa do plural	1		hato II		hato II			hato	3a pessoa do plural	A háto ‘le;; lo;; la;; les;; los;; las;; a él;; a ellos;; a ella;;  a ellas’ (HYDE;; 1980), hato II
1189	§52	Kaxinawá	Kn	ellos, esos			hatu		h a t u			hato	3a pessoa do plural	Kn hatu ‘ellos;;  esos’
1190	§52	Marináwa	M	3a pessoa do plural	1		ato		a t o			hato	3a pessoa do plural	M ato
1191	§52	Yawanawá	Yaw	3a pessoa plural absolutivo			atu		a t u			hato	3a pessoa do plural	Yaw atu ‘3a pessoa plural absolutivo’
1192	§52	Korúbo	Ko	deles			aton		a t o n			hato	3a pessoa do plural	Ko aton ‘deles’
1193	§52	Matís	Mt	deles			aton		a t o n			hato	3a pessoa do plural	Mt aton ‘deles’
1194	§52	Mayorúna	My	su, sus, de él, de ellos, de ella, de ellas			aton		a t o n			hato	3a pessoa do plural	My aton ‘su;; sus;; de él;; de ellos;; de ella;; de ellas’
1195	§53	Proto-Panoan	Proto	que, o que		0	haw[ɨ/a]		h a w [ ɨ / a ]		Oliveira2014	haw[ɨ/a]	que,  o que	*haw[ɨ/a] ‘que;;  o que’
1197	§53	ShipiboKonibo	SK	que, o que	1		hawɨ		h a w ɨ			haw[ɨ/a]	que,  o que	SK hawɨ
1198	§53	Kapanawa	Kp	que, o que	1		hawa		h a w a			haw[ɨ/a]	que,  o que	Kp hawa
1199	§53	Marúbo	Mar	coisa			awɨ		a w ɨ		Cesarino2008	haw[ɨ/a]	que,  o que	Mar awɨ ‘coisa’ (CESARINO;; 2008),  awɨ ‘que interrogativo’ (KENNELL;; 1978)
1200	§53	Marúbo	Mar	que interrogativo			awɨ		a w ɨ		Kennell1978	haw[ɨ/a]	que,  o que	Mar awɨ ‘coisa’ (CESARINO;; 2008),  awɨ ‘que interrogativo’ (KENNELL;; 1978)
1201	§53	Chákobo	Ch	qué?			hawɨ		h a w ɨ			haw[ɨ/a]	que,  o que	Ch hawɨ ‘qué?’
1202	§53	Kaxararí	Kax	o quê?			haˈwã [ɦaˈwã]		haˈwã [ɦaˈwã]			haw[ɨ/a]	que,  o que	Kax haˈwã [ɦaˈwã] ‘o quê?’, hawɨiˈʃu [hawɨ͡iˈʃɯ] ‘por quê?’
1203	§53	Kaxararí	Kax	por quê?			hawɨiˈʃu [hawɨ͡iˈʃɯ]		hawɨiˈʃu [hawɨ͡iˈʃɯ]			haw[ɨ/a]	que,  o que	Kax haˈwã [ɦaˈwã] ‘o quê?’, hawɨiˈʃu [hawɨ͡iˈʃɯ] ‘por quê?’
1204	§53	Yamináwa	Yam	que, o que	1		aɸɨ		a ɸ ɨ			haw[ɨ/a]	que,  o que	Yam aɸɨ, aɸaa ‘qué’ (EAKEN;; 2008)
1205	§53	Yamináwa	Yam	qué			aɸaa		a ɸ aa		Eakin2008	haw[ɨ/a]	que,  o que	Yam aɸɨ, aɸaa ‘qué’ (EAKEN;; 2008)
1207	§53	Sharanáwa	Shar	qué?, cuál?			awa		a w a			haw[ɨ/a]	que,  o que	Shar awa ‘qué?;;  cuál?’
1208	§53	Shanenáwa	Shan	por quê?			awɨ		a w ɨ			haw[ɨ/a]	que,  o que	Shan awɨ ‘por quê?’
1209	§53	Katukina	Kat	o que			hawɨ-ra		h a w ɨ r a			haw[ɨ/a]	que,  o que	Kat hawɨ-ra ‘o que’
1211	§53	Amawáka	A	que, o que	1		haɨ		h aɨ			haw[ɨ/a]	que,  o que	A haɨ
1212	§53	Kaxinawá	Kn	que, o que	1		hawa		h a w a			haw[ɨ/a]	que,  o que	Kn hawa
1213	§53	Marináwa	M	que, o que	1		awáɸi᷈ ~ awámɨ᷈		awáɸi᷈ ~ awámɨ᷈			haw[ɨ/a]	que,  o que	M awáɸi᷈ ~ awámɨ᷈
1214	§53	Yawanawá	Yaw	o quê			auɨ-a		auɨ a			haw[ɨ/a]	que,  o que	Yaw auɨ-a ‘o quê’, auɨ-tian ‘quando’, auɨ-sa ‘como’, auɨ-ti ‘quantos’
1215	§53	Yawanawá	Yaw	quando			auɨ-tian		auɨ t ia n			haw[ɨ/a]	que,  o que	Yaw auɨ-a ‘o quê’, auɨ-tian ‘quando’, auɨ-sa ‘como’, auɨ-ti ‘quantos’
1216	§53	Yawanawá	Yaw	como			auɨ-sa		auɨ s a			haw[ɨ/a]	que,  o que	Yaw auɨ-a ‘o quê’, auɨ-tian ‘quando’, auɨ-sa ‘como’, auɨ-ti ‘quantos’
1217	§53	Yawanawá	Yaw	quantos			auɨ-ti		auɨ t i			haw[ɨ/a]	que,  o que	Yaw auɨ-a ‘o quê’, auɨ-tian ‘quando’, auɨ-sa ‘como’, auɨ-ti ‘quantos’
1218	§53	Korúbo	Ko	que, o que	1		awɨ-		a w ɨ			haw[ɨ/a]	que,  o que	Ko awɨ-
1219	§53	Matís	Mt	que, o que	1		awɨ-		a w ɨ			haw[ɨ/a]	que,  o que	Mt awɨ-
1221	§54	Proto-Panoan	Proto	seu, sua, dele, dela		0	hawɨn		h a w ɨ n		Oliveira2014	hawɨn	seu, sua, dele,  dela	*hawɨn ‘seu;; sua;; dele;;  dela’
1222	§54	Kakataibo	Ksh	seu, sua, dele, dela	1		ai᷈	1	** ai᷈			hawɨn	seu, sua, dele,  dela	Ksh **ai᷈
1223	§54	ShipiboKonibo	SK	seu, sua, dele, dela	1		hawɨ᷈		h a w ɨ᷈			hawɨn	seu, sua, dele,  dela	SK hawɨ᷈
1224	§54	Kapanawa	Kp	seu, sua, dele, dela	1		hawɨ́n		h a w ɨ́ n			hawɨn	seu, sua, dele,  dela	Kp hawɨ́n
1225	§54	Marúbo	Mar	seu nariz			awɨ ˈrɨki᷈		awɨ ˈrɨki᷈			hawɨn	seu, sua, dele,  dela	Mar awɨ ˈrɨki᷈ ‘seu nariz’, awã ʂoβo [awa᷈ ʂofu] ‘sua casa’ (KENNELL;; 1978)
1226	§54	Marúbo	Mar	sua casa			awã ʂoβo [awa᷈ ʂofu]		awã ʂoβo [awa᷈ ʂofu]		Kennell1978	hawɨn	seu, sua, dele,  dela	Mar awɨ ˈrɨki᷈ ‘seu nariz’, awã ʂoβo [awa᷈ ʂofu] ‘sua casa’ (KENNELL;; 1978)
1227	§54	Chákobo	Ch	su (sing.)			hawɨ		h a w ɨ			hawɨn	seu, sua, dele,  dela	Ch hawɨ ‘su (sing.)’
1228	§54	Kaxararí	Kax	dele, é dele			hawa		h a w a			hawɨn	seu, sua, dele,  dela	Kax hawa ‘dele;;  é dele’
1229	§54	Yamináwa	Yam	su (de él, de ella)			aɸɨ᷈		a ɸ ɨ᷈			hawɨn	seu, sua, dele,  dela	Yam aɸɨ᷈ ‘su (de él;;  de ella)’
1231	§54	Sharanáwa	Shar	pronome possessivo (su, de él, de ella)			awɨn		a w ɨ n			hawɨn	seu, sua, dele,  dela	Shar awɨn ‘pronome possessivo (su;; de él;;  de ella)’
1232	§54	Shanenáwa	Shan	dele, dela			awɨn		a w ɨ n			hawɨn	seu, sua, dele,  dela	Shan awɨn ‘dele;;  dela’
1233	§54	Katukina	Kat	sua, possessivo			hawɨn		h a w ɨ n			hawɨn	seu, sua, dele,  dela	Kat hawɨn ‘sua;;  possessivo’
1236	§54	Kaxinawá	Kn	su, de él, de ella, de ello			hawɨ᷈		h a w ɨ᷈			hawɨn	seu, sua, dele,  dela	Kn hawɨ᷈ ‘su;; de él;; de ella;;  de ello’
1238	§54	Yawanawá	Yaw	3a pessoa singular possessivo			auan		aua n			hawɨn	seu, sua, dele,  dela	Yaw auan ‘3a pessoa singular possessivo’
1239	§54	Korúbo	Ko	dele			awɨn		a w ɨ n			hawɨn	seu, sua, dele,  dela	Ko awɨn ‘dele’
1240	§54	Matís	Mt	dele			awɨn		a w ɨ n			hawɨn	seu, sua, dele,  dela	Mt awɨn ‘dele’
1242	§55	Proto-Panoan	Proto	caminho, picada		0	βaʔi		β a ʔ i		Oliveira2014	βaʔi	caminho,  picada	*βaʔi ‘caminho;;  picada’
1243	§55	Kakataibo	Ksh	camino, trocha			βai		β ai			βaʔi	caminho,  picada	Ksh βai ‘camino;;  trocha’
1244	§55	ShipiboKonibo	SK	caminho, picada	1		βai		β ai			βaʔi	caminho,  picada	SK βai
1245	§55	Kapanawa	Kp	caminho, picada	1		βaʔi		β a ʔ i			βaʔi	caminho,  picada	Kp βaʔi
1246	§55	Marúbo	Mar	caminho			vai [βai]		vai [βai]			βaʔi	caminho,  picada	Mar vai [βai] ‘caminho’
1247	§55	Chákobo	Ch	camino, trocha			βaʔi		β a ʔ i			βaʔi	caminho,  picada	Ch βaʔi ‘camino;;  trocha’
1248	§55	Kaxararí	Kax	caminho			βaˈʔi		β a ˈʔ i		Lanes2005	βaʔi	caminho,  picada	Kax βaˈʔi ‘caminho’ (LANES;; 2005)
1249	§55	Yamináwa	Yam	camino			ɸai		ɸ ai		Faust2002	βaʔi	caminho,  picada	Yam ɸai ‘camino’ (FAUST; LOOS;; 2002)
1250	§55	Chanináwa	Chan	caminho, picada	1		ɸai		ɸ ai			βaʔi	caminho,  picada	Chan ɸai
1251	§55	Sharanáwa	Shar	caminho, picada	1		ɸai		ɸ ai			βaʔi	caminho,  picada	Shar ɸai, ɸai᷈
1252	§55	Sharanáwa	Shar	caminho, picada	1		ɸai᷈		ɸ ai᷈			βaʔi	caminho,  picada	Shar ɸai, ɸai᷈
1253	§55	Shanenáwa	Shan	roça, roçado			fay		f ay			βaʔi	caminho,  picada	Shan fay ‘roça;;  roçado’
1254	§55	Katukina	Kat	estrada			βai		β ai			βaʔi	caminho,  picada	Kat βai ‘estrada’
1256	§55	Amawáka	A	caminho, picada	1		waʔi II		waʔi II			βaʔi	caminho,  picada	A waʔi II
1257	§55	Marináwa	M	caminho, picada	1		ɸáí		ɸ áí			βaʔi	caminho,  picada	M ɸáí
1258	§55	Kaxinawá	Kn	campo, jardín, trocha, corriente			bai		b ai			βaʔi	caminho,  picada	Kn bai ‘campo;; jardín;; trocha;;  corriente’
1261	§55	Matís	Mt	caminho			bai		b ai			βaʔi	caminho,  picada	Mt bai ‘caminho’
1262	§55	Mayorúna	My	nombre de hombre			baˈi		b a ˈi			βaʔi	caminho,  picada	My baˈi ‘nombre de hombre’
1263	§56	Proto-Panoan	Proto	noite, escuro		0	βaʔki[ʃ]i		β a ʔ k i [ ʃ ] i		Oliveira2014	βaʔki[ʃ]i	noite,  escuro	*βaʔki[ʃ]i ‘noite;;  escuro’
1264	§56	Kakataibo	Ksh	oscurecerse			βakiʃ-		β a k i ʃ			βaʔki[ʃ]i	noite,  escuro	Ksh βakiʃ- ‘oscurecerse’
1265	§56	ShipiboKonibo	SK	noite, escuro	1		βakíʃ		β a k í ʃ			βaʔki[ʃ]i	noite,  escuro	SK βakíʃ
1266	§56	Kapanawa	Kp	ayer, mañana			βaʔkíʃ		β a ʔ k í ʃ			βaʔki[ʃ]i	noite,  escuro	Kp βaʔkíʃ ‘ayer;;  mañana’
1267	§56	Marúbo	Mar	sombra			vakiʂi		v a k i ʂ i		Cesarino2008	βaʔki[ʃ]i	noite,  escuro	Mar vakiʂi ‘sombra’ (CESARINO;; 2008)
1268	§56	Chákobo	Ch	oscuro, noche			βakíʃi		β a k í ʃ i			βaʔki[ʃ]i	noite,  escuro	Ch βakíʃi ‘oscuro;;  noche’
1270	§56	Yamináwa	Yam	noche			ɸakiʃi		ɸ a k i ʃ i			βaʔki[ʃ]i	noite,  escuro	Yam ɸakiʃi ‘noche’
1272	§56	Sharanáwa	Shar	noite, escuro	1		ɸakiʂi		ɸ a k i ʂ i			βaʔki[ʃ]i	noite,  escuro	Shar ɸakiʂi, ɸakiʂin ‘obscuridad;;  oscuridad’
1273	§56	Sharanáwa	Shar	obscuridad, oscuridad			ɸakiʂin		ɸ a k i ʂ i n			βaʔki[ʃ]i	noite,  escuro	Shar ɸakiʂi, ɸakiʂin ‘obscuridad;;  oscuridad’
1274	§56	Shanenáwa	Shan	noite			fakiʂi		f a k i ʂ i			βaʔki[ʃ]i	noite,  escuro	Shan fakiʂi ‘noite’
1275	§56	Katukina	Kat	escuro			βakiʂ		β a k i ʂ			βaʔki[ʃ]i	noite,  escuro	Kat βakiʂ ‘escuro’
1278	§56	Kaxinawá	Kn	oscuro, negro			βakiʃ		β a k i ʃ			βaʔki[ʃ]i	noite,  escuro	Kn βakiʃ ‘oscuro;;  negro’
1279	§56	Marináwa	M	oscuro			ɸákiʃi		ɸ á k i ʃ i			βaʔki[ʃ]i	noite,  escuro	M ɸákiʃi ‘oscuro’
1280	§56	Yawanawá	Yaw	noite, escuro	1		βakiʃi		β a k i ʃ i			βaʔki[ʃ]i	noite,  escuro	Yaw βakiʃi
1284	§57	Proto-Panoan	Proto	tela		0	βatʃi		β a t ʃ i		Oliveira2014	βatʃi	tela	*βatʃi ‘tela’
1285	§57	Kakataibo	Ksh	mosquitero			βatʃi		β a t ʃ i			βatʃi	tela	Ksh βatʃi ‘mosquitero’
1286	§57	ShipiboKonibo	SK	mosquitero			βatʃi		β a t ʃ i			βatʃi	tela	SK βatʃi ‘mosquitero’
1287	§57	Kapanawa	Kp	cama			βatʃi		β a t ʃ i			βatʃi	tela	Kp βatʃi ‘cama’
1288	§57	Marúbo	Mar	saia			βatʃi		β a t ʃ i		Cesarino2008	βatʃi	tela	Mar βatʃi ‘saia’ (CESARINO;; 2008)
1297	§57	Amawáka	A	falda, tela			watʃí I		watʃí I			βatʃi	tela	A watʃí I ‘falda;;  tela’
