ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	MORPHEMES	COMMENT	SOURCE	PROTO_SET	ENTRY_IN_SOURCE	CONCEPT_IN_SOURCE	UNCERTAIN_COGNACY
1553	( - - - - - ) β o - ɾ ó/o - ( - )	516		tree stump	Kakataibo	βoɾó		β o ɾ ó/o		None		§99	Ksh βuɾú ‘tronco de árbol’ (SHELL;; 1987), βoɾó		None
1554	( - - - - - ) β o - ɾ ó/o - ( - )	516		tree stump	ShipiboKonibo	βoɾó		β o ɾ ó/o		None		§99	SK βoɾó		None
1555	( h i w i + ) β o ʔ ɾ o - ( - )	516		tree stump	Kapanawa	hiwi_βoʔɾo		h i w i + β o ʔ ɾ o		None		§99	Kp hiwi βoʔɾo		None
1556	( - - - - - ) v o - ɾ o - ( - )	516		tree stump	Marubo	voɾo		v o ɾ o		None		§99	Mar voɾo ‘tronco’		None
1557	( - - - - - ) ɸ o - r o - ( - )	516		tree stump	Sharanawa	ɸoro		ɸ o r o		None		§99	Shar ɸoro, ɸoron ‘tocón alto’		None
1558	( - - - - - ) ɸ o - r o - ( n )	516		tree stump	Sharanawa	ɸoron		ɸ o r o n		None		§99	Shar ɸoro, ɸoron ‘tocón alto’		None
1559	( - - - - - ) w o - ɾ o - ( o )	516		tree stump	Amawaka	woɾoo		w o ɾ o o		II		§99	A woɾoo II		None
1560	( - - - - - ) b u - d u - ( - )	516		tree stump	Kaxinawa	budu		b u d u		None		§99	Kn budu		None
1561	( - - - - - ) ɸ ó/o - ɾ o - ( - )	516		tree stump	Marinawa	ɸóɾo		ɸ ó/o ɾ o		None		§99	M ɸóɾo ‘tocón de um árbol’		None
1562	( - - - m a ) b u - - - d ( - )	516		tree stump	Mayoruna	mabud		m a b u d		None		§99	My mabud ‘tocón de árbol (pabudush <<rama nueva;;  retoño que está saliendo de un tronco>>)’		None
1563	β o - ɨ	3		species of fish (Pimelididae)	Proto-Panoan	βoɨ		β o ɨ		None	Oliveira2014	§100	*βoɨ ‘esp. de peixe (da fam. Pimelodidae)’ :		None
1564	β u - ɨ	3		species of fish (Pimelididae)	Kakataibo	βuɨ		β u ɨ		None	Zariquiey2011	§100	Ksh βuɨ ‘fish esp.’ (ZARIQUIEY;; 2011)		None
1565	β o - ɨ	3		species of fish (Pimelididae)	ShipiboKonibo	βoɨ		β o ɨ		None		§100	SK βoɨ		None
1566	β o w ɨ	3		species of fish (Pimelididae)	Kapanawa	βowɨ		β o w ɨ		None		§100	Kp βowɨ		None
1567	β o - ɨ	3		species of fish (Pimelididae)	Chakobo	βoɨ		β o ɨ		None		§100	Ch βoɨ		None
1568	ɸ a - ɨ	3		species of fish (Pimelididae)	Shanenawa	ɸaɨ		ɸ a ɨ		None		§100	Shan ɸaɨ		None
1569	β a - i	3		species of fish (Pimelididae)	Katukina	βai		β a i		None		§100	Kat βai, βui ‘surubim’		None
1570	β u - i	3		surubim	Katukina	βui		β u i		None		§100	Kat βai, βui ‘surubim’		None
1571	w o w ɨ	3		species of fish (Pimelididae)	Amawaka	wowɨ_I		w o w ɨ		None		§100	A wowɨ I		None
1572	b u - ɨ	3		species of fish (Pimelididae)	Kaxinawa	buɨ		b u ɨ		None		§100	Kn buɨ		None
1573	b u - ɨ	3		species of fish (Pimelididae)	Matis	buɨ		b u ɨ		None		§100	Mt buɨ ‘tipo de peixe amazônico’		None
1574	β o - i tʳ ( - - - - ) -	4		bee wax	Proto-Panoan	βoi[Cc]		β o i tʳ		None	Oliveira2014	§101	*βoi[Cc] ‘cera de abeja’ :		None
1575	β o - !í/i - ( - - - - ) -	4		bee wax	Kakataibo	βoí		β o !í/i		None		§101	Ksh βoí ‘cera de abejas’		None
1576	β o - i - ( - - - - ) -	4		species of tree (Phyllanthaceae)	ShipiboKonibo	βoi		β o i		None		§101	SK βoi ‘resina’		None
1577	β o - !í/i - ( - - - - ) -	4		bee wax	Kapanawa	βoí		β o !í/i		None		§101	Kp βoí		None
1578	β o - !í/i - ( - tʃ o - ) -	4		bee wax	Chakobo	βoítʃo		β o !í/i tʃ o		None		§101	Ch βoítʃo, βoi ‘la cera de la miel’, βoi-tʃɨkɨ ‘la cera de la miel;;  mezclada con bi’ (ZINGG;; 1998)		None
1579	β o - i - ( - - - - ) -	4		bee wax	Chakobo	βoi		β o i		None		§101	Ch βoítʃo, βoi ‘la cera de la miel’, βoi-tʃɨkɨ ‘la cera de la miel;;  mezclada con bi’ (ZINGG;; 1998)		None
1580	β o - i - ( + tʃ ɨ k ) ɨ	4		bee wax	Chakobo	βoi-tʃɨkɨ		β o i + tʃ ɨ k ɨ		None	Zingg1998	§101	Ch βoítʃo, βoi ‘la cera de la miel’, βoi-tʃɨkɨ ‘la cera de la miel;;  mezclada con bi’ (ZINGG;; 1998)		None
1581	w o w !í/i - ( - - - - ) -	4		bee wax	Amawaka	wowí_I		w o w !í/i		None		§101	A wowí I		None
1582	ɸ !ó/o - i - ( - - - - ) -	4		bee wax	Marinawa	ɸói		ɸ !ó/o i		None		§101	M ɸói		None
1583	b u - i - ( - - - - ) -	4		bee wax	Kaxinawa	bui		b u i		None		§101	Kn bui ‘cera’		None
1584	β u - i - ( + ʃ u m ) a	4		bee wax	Katukina	βui-ʃuma		β u i + ʃ u m a		None		§101	Kat βui-ʃuma ‘leite’		None
1585	m u - i - ( + ʃ u m ) a	4		bee wax	Yawanawa	mui_ʃuma		m u i + ʃ u m a		None		§101	Yaw mui ʃuma ‘leite’		None
1586	b u - i d ( - - - - ) -	4		bee wax	Mayoruna	buˈid		b u i d		None		§101	My buid [buˈid] ‘abeja sin aguijón (tipo);;  cera de abejas’		None
1587	( - ) β o ( - ) k o rⁿ ( - )	5		species of tree	Proto-Panoan	βoko[n]		β o k o rⁿ		None	Oliveira2014	§102	*βoko[n] ‘esp. de árvore (embaúba?)’ :		None
1588	( - ) β o ( - ) k ṍ - ( - )	5		species of tree	Kakataibo	βokṍ		β o k ṍ		None		§102	Ksh βokṍ		None
1589	( - ) β o ( - ) k ó/o - ( - )	5		species of tree	ShipiboKonibo	βokó		β o k ó/o		None		§102	SK βokó		None
1590	( - ) β o ( - ) k ó/o n ( - )	5		species of tree	Kapanawa	βokón		β o k ó/o n		None		§102	Kp βokón		None
1591	( - ) β o ( - ) k ó/o n ( o )	5		species of tree	Chakobo	βokóno		β o k ó/o n o		None		§102	Ch βokóno, βoˈko ‘el ambaybo (planta que sirve para hacer sogas)’ (ZINGG;; 1998)		None
1592	( - ) β o ( - ) k o - ( - )	5		species of tree	Chakobo	βoˈko		β o k o		None	Zingg1998	§102	Ch βokóno, βoˈko ‘el ambaybo (planta que sirve para hacer sogas)’ (ZINGG;; 1998)		None
1593	( - ) ɸ o ( - ) k o - ( - )	5		species of tree	Sharanawa	ɸoko		ɸ o k o		None		§102	Shar ɸoko, ɸokon ‘cetico (esp. de árbol)’		None
1594	( - ) ɸ o ( - ) k o n ( - )	5		species of tree	Sharanawa	ɸokon		ɸ o k o n		None		§102	Shar ɸoko, ɸokon ‘cetico (esp. de árbol)’		None
1595	( - ) β u ( n ) k u n ( - )	5		species of tree	Katukina	βunkun		β u n k u n		None		§102	Kat βunkun, aβuku		None
1596	( a ) β u ( - ) k u - ( - )	5		species of tree	Katukina	aβuku		a β u k u		None		§102	Kat βunkun, aβuku		None
1597	( - ) w o ( - ) k õ - ( - )	5		species of tree	Amawaka	wokõ_I		w o k õ		None		§102	A wokõ I		None
1598	( - ) b u ( - ) k ũ - ( - )	5		species of tree	Kaxinawa	bukũ		b u k ũ		None		§102	Kn bukũ		None
1599	( - ) ɸ ó/o ( - ) k õ - ( - )	5		species of tree	Marinawa	ɸókõ		ɸ ó/o k õ		None		§102	M  ɸókõ		None
1600	( - ) b u ( - ) k u - ( - )	5		species of tree	Matis	buˈku		b u k u		None		§102	Mt buku [buˈku] ‘embaúba’		None
1601	( - ) b u ( - ) k u - ( - )	5		species of tree	Mayoruna	buˈku		b u k u		None		§102	My buku [buˈku] ‘árbol de madera suave;;  cetico’		None
1602	β o k o	6		species of tree with special use of bark	Proto-Panoan	βoko		β o k o		None	Oliveira2014	§103	*βoko ‘arbol pequeño cuya corteza se usa para hacer sogas’ :		None
1603	β o k o	6		species of tree with special use of bark	Kakataibo	βoko		β o k o		None		§103	Ksh βoko ‘um árbol pequeño cuya corteza se usa para hacer sogas’		None
1604	( - - ) β o rⁿ a ( - )	7		species of bee	Proto-Panoan	βo[n]a		β o rⁿ a		None	Oliveira2014	§104	βo[n]a ‘esp. de abelha’ :		None
1605	( - - ) β o n a ( - )	7		species of bee	Kakataibo	βona		β o n a		None		§104	Ksh βona		None
1606	( - - ) β o n a ( - )	7		species of bee	ShipiboKonibo	βona		β o n a		None		§104	SK βona		None
1607	( - - ) β o n a ( - )	7		species of bee	Kapanawa	βona		β o n a		None		§104	Kp βona		None
1608	( - - ) v o n a ( - )	7		species of bee	Marubo	vona		v o n a		None		§104	Mar vona ‘marimbondo;;  abelha’		None
1609	( - - ) β o n a ( - )	7		species of bee	Chakobo	βona		β o n a		None		§104	Ch βona		None
1610	( - - ) ɸ o n a ( - )	7		species of bee	Sharanawa	ɸona		ɸ o n a		None		§104	Shar ɸona, ɸonan ‘miel de abejas’		None
1611	( - - ) ɸ o n a ( n )	7		species of bee	Sharanawa	ɸonan		ɸ o n a n		None		§104	Shar ɸona, ɸonan ‘miel de abejas’		None
1612	( - - ) f u n a ( - )	7		species of bee	Shanenawa	funa		f u n a		None		§104	Shan funa ‘mel’		None
1613	( n i ) β u n a ( - )	7		marimbondo, caba	Katukina	niβuna		n i β u n a		None		§104	Kat niβuna ‘abelha’		None
1614	( - - ) w o n a ( - )	7		species of bee	Amawaka	wona_I		w o n a		None		§104	A wona I ‘abeja;;  isula’, woná ‘isula (una hormiga feroz)’		None
1615	( - - ) w o n á/a ( - )	7		species of bee	Amawaka	woná		w o n á/a		None		§104	A wona I ‘abeja;;  isula’, woná ‘isula (una hormiga feroz)’		None
1616	( - - ) b u n a ( - )	7		species of bee	Kaxinawa	buna		b u n a		None		§104	Kn buna ‘clase de hormiga grande’		None
1617	( - - ) ɸ o n a ( - )	7		species of bee	Marinawa	ɸona		ɸ o n a		None		§104	M ɸona ‘clase de hormiga grande’		None
1618	β o ( - - )	8		hair	Proto-Panoan	βo		β o		None	Oliveira2014	§105	*βo ‘pelo;;  cabelo’ :		None
1619	β o ( o - )	8		hair	Kakataibo	βoo		β o o		None		§105	Ksh βoo		None
1620	β o ( ó/o - )	8		hair	ShipiboKonibo	βoó		β o ó/o		None		§105	SK βoó, βóo (LORIOT; LAURIAULT; DAY;; 1993)		None
1621	β ó/o ( o - )	8		hair	ShipiboKonibo	βóo		β ó/o o		None	Loriot1993	§105	SK βoó, βóo (LORIOT; LAURIAULT; DAY;; 1993)		None
1622	β o ( o - )	8		hair	Kapanawa	βoo		β o o		None		§105	Kp βoo		None
1623	v o ( - - )	8		hair	Marubo	vo		v o		None	Cesarino2008	§105	Mar vo ‘cabelo’ (CESARINO;; 2008), βʊ (CABRAL; OLIVEIRA;; 2010)		None
1624	β ʊ ( - - )	8		hair	Marubo	βʊ		β ʊ		None	Cabral2010	§105	Mar vo ‘cabelo’ (CESARINO;; 2008), βʊ (CABRAL; OLIVEIRA;; 2010)		None
1625	β o ( o - )	8		hair	Chakobo	βoo		β o o		None		§105	Ch βoo ‘pelo’		None
1626	ɸ o ( - - )	8		hair	Yaminawa	ɸo-		ɸ o		None		§105	Yam ɸo-, ɸoo (FAUST; LOOS;; 2002)		None
1627	ɸ o ( o - )	8		hair	Yaminawa	ɸoo		ɸ o o		None	Faust2002	§105	Yam ɸo-, ɸoo (FAUST; LOOS;; 2002)		None
1628	ɸ o ( - - )	8		hair	Chaninawa	ɸo		ɸ o		None		§105	Chan ɸo, ɸoo, ɸu		None
1629	ɸ o ( o - )	8		hair	Chaninawa	ɸoo		ɸ o o		None		§105	Chan ɸo, ɸoo, ɸu		None
1630	ɸ u ( - - )	8		hair	Chaninawa	ɸu		ɸ u		None		§105	Chan ɸo, ɸoo, ɸu		None
1631	ɸ o ( - - )	8		hair	Sharanawa	ɸo		ɸ o		None		§105	Shar ɸo, ɸon		None
1632	ɸ o ( - n )	8		hair	Sharanawa	ɸon		ɸ o n		None		§105	Shar ɸo, ɸon		None
1633	f u ( - - )	8		hair	Shanenawa	fu		f u		None		§105	Shan fu ‘cabelo’		None
1634	β o ( o - )	8		hair	Katukina	βoˈo		β o o		None	Barros1987	§105	Kat vuu [βoˈo] (BARROS;; 1987)		None
1635	β u ( - h )	8		hair	Poyanawa	βuh		β u h		None		§105	Poy βuh ‘cabelo’		None
1636	w ó/o ( ó/o - )	8		hair	Amawaka	wóó_I		w ó/o ó/o		None		§105	A wóó I		None
1637	b u ( - - )	8		hair	Kaxinawa	bu		b u		None		§105	Kn bu		None
1638	ɸ ó/o ( o - )	8		hair	Marinawa	ɸóo		ɸ ó/o o		None		§105	M ɸóo		None
1639	h u ( - - )	8		hair	Yawanawa	[hu]		h u		None		§105	Yaw [hu]		None
1640	β u ( - - )	8		hair	Korubo	βu		β u		None		§105	Ko βu ‘pêlo;;  cabelo’		None
1641	b u ( - - )	8		hair	Matis	bu		b u		None		§105	Mt bu ‘pêlo (forma genérica)’		None
1642	b u ( - - )	8		hair	Mayoruna	bu		b u		None		§105	My bu		None
1643	β õ p a	9		insect	Proto-Panoan	βõpa		β õ p a		None	Oliveira2014	§106	*βõpa ‘**insecto’ :		None
1644	β õ p a	9		insect	Kakataibo	βõpa		β õ p a		None		§106	Ksh βõpa ‘clase de escarabajo’		None
1645	b õ p a	9		insect	ShipiboKonibo	bõpa		b õ p a		None		§106	SK bõpa		None
1646	β o m.p a	9		insect	Kapanawa	βompa		β o m.p a		None		§106	Kp βompa		None
1647	β o p a	9		insect	Chakobo	ˈβopa		β o p a		None	Zingg1998	§106	Ch ˈβopa ‘diversas clases de insecto;;  el piojo grande’ (ZINGG;; 1998), βopa ‘clase de escarabajo’		None
1648	β o p a	9		insect	Chakobo	βopa		β o p a		None		§106	Ch ˈβopa ‘diversas clases de insecto;;  el piojo grande’ (ZINGG;; 1998), βopa ‘clase de escarabajo’		None
1649	w õ p á/a	9		insect	Amawaka	wõpá_I		w õ p á/a		None		§106	A wõpá I ‘clase de avispa’		None
1650	ɸ o p a	9		insect	Marinawa	ɸopa		ɸ o p a		None		§106	M ɸopa		None
1651	v õ p a	725		manioc, cassava	Marubo	võpa		v õ p a		None		§106	Mar **võpa ‘nome próprio’		1
1652	β o m.p a	706		genipa	Korubo	βompa		β o m.p a		None		§106	Ko **βompa ‘nome próprio’		1
1653	( - - - - - ) β õ - s i m ( - )	10		species of otter	Proto-Panoan	βõsi[m]		β õ s i m		None	Oliveira2014	§107	*βõsi[m] ‘esp. de lontra’ :		None
1654	( - - - - - ) β õ - s i m ( e )	10		species of otter	Kakataibo	βõsime		β õ s i m e		None		§107	Ksh βõsime		None
1655	( - - - - - ) β õ - s i ~ ( - )	10		species of otter	ShipiboKonibo	βõsĩ		β õ s i ~		None		§107	SK βõsĩ		None
1656	( h ɨ n ɨ + ) β o - s i - ( - )	10		species of otter	Kapanawa	hɨnɨ_βosi		h ɨ n ɨ + β o s i		None		§107	Kp hɨnɨ βosi		None
1657	( - - - - - ) ɸ o - s i - ( - )	10		species of otter	Sharanawa	ɸosi		ɸ o s i		None		§107	Shar ɸosi, ɸosin ‘nutria’		None
1658	( - - - - - ) ɸ o - s i n ( - )	10		species of otter	Sharanawa	ɸosin		ɸ o s i n		None		§107	Shar ɸosi, ɸosin ‘nutria’		None
1659	( - - - - - ) f u - s i ʔ ( - )	10		species of otter	Shanenawa	fuˈsiʔ		f u s i ʔ		None		§107	Shan fusi [fuˈsiʔ ~ fuˈseʔ] ‘lontra’		None
1660	( - - - - - ) β u ~ s i ~ ( - )	10		species of otter	Poyanawa	βũsĩ		β u ~ s i ~		None		§107	Poy βũsĩ ‘lontra’		None
1661	( - - - - - ) w õ - s i ~ ( - )	10		species of otter	Amawaka	wõsĩ		w õ s i ~		II		§107	A wõsĩ II		None
1662	( - - - - - ) ɸ !ó/o - s i ~ ( - )	10		species of otter	Marinawa	ɸósĩ		ɸ !ó/o s i ~		None		§107	M ɸósĩ		None
1663	( - - - - - ) b o n s e n ( - )	10		species of otter	Matis	bonsen		b o n s e n		None		§107	Mt bonsen ‘lontra’		None
1664	( - - - - - ) b o - s e n ( - )	10		species of otter	Mayoruna	bosen		b o s e n		None		§107	My bosen ‘nutria’		None
1665	β o ʂ k a tʳ ( - - - - )	11		head	Proto-Panoan	βoʂka[Cc]		β o ʂ k a tʳ		None	Oliveira2014	§108	*βoʂka[Cc] ‘cabeça’ :		None
1666	m a ʂ k á/a - - -	597		head	Kakataibo	maʂká		m a ʂ k á/a		None	Zariquiey2011	§108	Ksh **maʂká ‘head’ (ZARIQUIEY;; 2011)		1
1667	β o ʂ k á/a - ( - - - - )	11		head	ShipiboKonibo	βoʂká		β o ʂ k á/a		None		§108	SK βoʂká ‘en lo profundo de la cabeza’		None
1668	b o ʃ - - - ( - - - - )	11		head	Kapanawa	boʃ		b o ʃ		None		§108	Kp boʃ, boʂ ‘parte superior de la cabeza’		None
1669	b o ʂ - - - ( - - - - )	11		head	Kapanawa	boʂ		b o ʂ		None		§108	Kp boʃ, boʂ ‘parte superior de la cabeza’		None
1670	v o ʃ k á/a - ( - - - - )	11		head	Marubo	voʃká		v o ʃ k á/a		None	Cesarino2008	§108	Mar voʃká ‘cabeça’ (CESARINO;; 2008)		None
1671	b u ʃ k a t ( a - - - )	11		head	Kaxarari	buʃkaˈta		b u ʃ k a t a		None	Valenzuela2012	§108	Kax buʃkaˈta (VALENZUELA; OLIVEIRA;; 2012), [əβuʂkaˈta] ~ [buʂkaˈta] (COUTO;; 2005)		None
1672	b u ʂ k a t ( a - - - )	11		head	Kaxarari	buʂkaˈta		b u ʂ k a t a		None	Couto2005	§108	Kax buʃkaˈta (VALENZUELA; OLIVEIRA;; 2012), [əβuʂkaˈta] ~ [buʂkaˈta] (COUTO;; 2005)		None
1673	ɸ o ʂ k a - ( - - - - )	11		head	Sharanawa	ɸoʂka		ɸ o ʂ k a		None		§108	Shar ɸoʂka, ɸoʂkan ‘cabeza’		None
1674	ɸ o ʂ k a - ( - n - - )	11		head	Sharanawa	ɸoʂkan		ɸ o ʂ k a n		None		§108	Shar ɸoʂka, ɸoʂkan ‘cabeza’		None
1675	w ó/o x k a - ( - - a - )	11		head	Amawaka	wóxkaa		w ó/o x k a a		None		§108	A wóxkaa, woxkapán ‘dolor de cabeza’ (HYDE;; 1980), woxkaa		None
1676	w o x k a - ( - p á/a n )	11		head	Amawaka	woxkapán		w o x k a p á/a n		None	Hyde1980	§108	A wóxkaa, woxkapán ‘dolor de cabeza’ (HYDE;; 1980), woxkaa		None
1677	w o x k a - ( - - a - )	11		head	Amawaka	woxkaa		w o x k a a		None		§108	A wóxkaa, woxkapán ‘dolor de cabeza’ (HYDE;; 1980), woxkaa		None
1678	b u ʂ k a - ( - - - - )	11		head	Kaxinawa	buʂka		b u ʂ k a		None		§108	Kn buʂka		None
1679	ɸ ó/o ʂ k a - ( - - - - )	11		head	Marinawa	ɸóʂka		ɸ ó/o ʂ k a		None		§108	M ɸóʂka ‘cabeza’		None
1680	h u ʂ k a - ( - - - - )	11		head	Yawanawa	huʂka		h u ʂ k a		None		§108	Yaw huʂka ‘dor de cabeça’		None
1681	ts a ʔ o t ( - - - )	12		to sit	Proto-Panoan	tsaʔo[t]-		ts a ʔ o t		None	Oliveira2014	§109	*tsaʔo[t]- ‘sentar (sentar-se)’ :		None
1682	ts o - o t ( - - - )	12		to sit	Kakataibo	tsoot		ts o o t		None	Zariquiey2011	§109	Ksh tsoot ‘live’ (ZARIQUIEY;; 2011), tsɔɔ́		None
1683	ts ɔ - ɔ́/ɔ - ( - - - )	12		to sit	Kakataibo	tsɔɔ́		ts ɔ ɔ́/ɔ		None		§109	Ksh tsoot ‘live’ (ZARIQUIEY;; 2011), tsɔɔ́		None
1684	ts a - ó/o - ( t i - )	12		to sit	ShipiboKonibo	tsaóti		ts a ó/o t i		None		§109	SK tsaóti, tsaóta ‘ponerse de coclillas’ (LORIOT; LAURIAULT; DAY;; 1993)		None
1685	ts a - ó/o - ( t a - )	12		to sit	ShipiboKonibo	tsaóta		ts a ó/o t a		None	Loriot1993	§109	SK tsaóti, tsaóta ‘ponerse de coclillas’ (LORIOT; LAURIAULT; DAY;; 1993)		None
1686	ts a ʔ ó/o - ( - - - )	12		to sit	Kapanawa	tsaʔó-		ts a ʔ ó/o		None		§109	Kp tsaʔó- ‘sentado;;  asentado’, tsaʔo-ˈti ‘sentarse’		None
1687	ts a ʔ o - ( + t i )	12		to sit	Kapanawa	tsaʔo-ˈti		ts a ʔ o + t i		None		§109	Kp tsaʔó- ‘sentado;;  asentado’, tsaʔo-ˈti ‘sentarse’		None
1688	ts a - o - ( - - - )	12		to sit	Marubo	tsao-		ts a o		None	Cesarino2008	§109	Mar tsao- ‘sentar’ (CESARINO;; 2008)		None
1689	ts a ʔ o - ( - - - )	12		to sit	Chakobo	tsaʔo-		ts a ʔ o		None		§109	Ch tsaʔo- ‘sentarse’		None
1690	ts a - o - ( - - - )	12		to sit	Yaminawa	tsao		ts a o		None	Faust2002	§109	Yam tsao (FAUST; LOOS;; 2002)		None
1691	ts a - o - ( - - - )	12		to sit	Chaninawa	tsao-		ts a o		None		§109	Chan tsao-		None
1692	ts a - o - ( i - - )	12		to sit	Sharanawa	tsaoi		ts a o i		None		§109	Shar tsaoi, tsaoa ‘sentarse’		None
1693	ts a - w - ( a - - )	12		to sit	Sharanawa	tsaoa		ts a w a		None		§109	Shar tsaoi, tsaoa ‘sentarse’		None
1694	ts a - w - ( - - - )	12		to sit	Shanenawa	tsaw		ts a w		None		§109	Shan tsaw ‘sentar’		None
1695	ts a ʔ o - ( - - - )	12		to sit	Amawaka	tsaʔo-		ts a ʔ o		II		§109	A tsaʔo- II, **tsaʔoo-ʔi ‘sentarse’ (HYDE;; 1980)		None
1696	ts a ʔ o ( o + ) ʔ ( i )	566		to sit	Amawaka	tsaʔoo-ʔi		ts a ʔ o o + ʔ i		None	Hyde1980	§109	A tsaʔo- II, **tsaʔoo-ʔi ‘sentarse’ (HYDE;; 1980)		1
1697	ts a - u - ( - - - )	12		to sit	Kaxinawa	tsau-		ts a u		None		§109	Kn tsau- ‘sentarse’, tsaua ‘sentado’		None
1698	ts a - u - ( a - - )	12		to sit	Kaxinawa	tsaua		ts a u a		None		§109	Kn tsau- ‘sentarse’, tsaua ‘sentado’		None
1699	ts á/a - o - ( - - - )	12		to sit	Marinawa	tsáo-		ts á/a o		None		§109	M tsáo-		None
1700	ts a - u - ( - - - )	12		to sit	Yawanawa	tsau		ts a u		None		§109	Yaw tsau ‘sentar’		None
1701	ts a - - t ( - - - )	12		to sit	Korubo	tsat		ts a t		None		§109	Ko tsat		None
1702	ts a - - d ( - - - )	12		to sit	Matis	tsad		ts a d		None		§109	Mt tsad		None
1703	ts a - - d ( - - - )	12		to sit	Mayoruna	tsad		ts a d		None		§109	My tsad ‘sentarse’		None
1704	( - - - - - ) ts a ts a ( - )	14		species of fish	Proto-Panoan	tsatsa		ts a ts a		None	Oliveira2014	§110	*tsatsa ‘esp. de peixe’ :		None
1705	( - - - - - ) ts a ts a ( - )	14		species of fish	Kakataibo	tsatsa		ts a ts a		None	Shell1987	§110	Ksh tsatsa ‘boquichico’ (SHELL;; 1987)		None
1706	( - - - - - ) ts á/a ts a ( - )	14		species of fish	ShipiboKonibo	tsátsa		ts á/a ts a		None		§110	SK tsátsa, tsatsán ‘pez’ (LORIOT; LAURIAULT; DAY;; 1993), maʂo tsatsa ‘clase de pez’		None
1707	( - - - - - ) ts a ts á/a ( n )	14		species of fish	ShipiboKonibo	tsatsán		ts a ts á/a n		None	Loriot1993	§110	SK tsátsa, tsatsán ‘pez’ (LORIOT; LAURIAULT; DAY;; 1993), maʂo tsatsa ‘clase de pez’		None
1708	( m a ʂ o + ) ts a ts a ( - )	14		species of fish (Loricariidae)	ShipiboKonibo	maʂo_tsatsa		m a ʂ o + ts a ts a		None		§110	SK tsátsa, tsatsán ‘pez’ (LORIOT; LAURIAULT; DAY;; 1993), maʂo tsatsa ‘clase de pez’		None
1709	( - - - - - ) ts a ts a ( - )	14		species of fish	Kapanawa	tsatsa		ts a ts a		None	Loos1998	§110	Kp tsatsa ‘pez’ (LOOS; LOOS;; 1998)		None
1710	( - - - - - ) ts a ts a ( - )	14		fish	Katukina	tsatsa		ts a ts a		None		§110	Kat tsatsa ‘peixe’		None
1711	( ʂ a ʂ ɨ̃ - ) ts a ts a ( - )	14		species of fish	Amawaka	ʂaʂɨ̃tsatsa		ʂ a ʂ ɨ̃ ts a ts a		II		§110	A ʂaʂɨ̃tsatsa II ‘clase de pez grande’		None
1712	( - - - - - ) ts a ts a ( - )	14		species of fish (Loricariidae)	Kaxinawa	tsatsa		ts a ts a		None		§110	Kn tsatsa ‘clase de pez’		None
1713	ts ɨ - k o - ( - )	15		hiccough, to hiccup	Proto-Panoan	tsɨko-		ts ɨ k o		None	Oliveira2014	§111	*tsɨko- ‘soluço;;  soluçar’ :		None
1714	ts ɨ - k ó/o - ( - )	15		hiccough, to hiccup	Kakataibo	tsɨkó		ts ɨ k ó/o		None		§111	Ksh tsɨkó		None
1715	ts ɨ ʔ k o ʔ ( i )	15		hiccough, to hiccup	Kapanawa	tsɨʔkoʔi		ts ɨ ʔ k o ʔ i		None		§111	Kp tsɨʔkoʔi ‘tener hipo;;  eructar’		None
1716	ts ɨ - k o - ( - )	15		hiccough, to hiccup	Chakobo	tsɨko-		ts ɨ k o		None		§111	Ch tsɨko-		None
1717	ts ɨ - k o - ( i )	15		hiccough, to hiccup	Sharanawa	tsɨkoi		ts ɨ k o i		None		§111	Shar tsɨkoi, tsɨkoa ‘tener hipo;;  hipar’		None
1718	ts ɨ - k o - ( a )	15		hiccough, to hiccup	Sharanawa	tsɨkoa		ts ɨ k o a		None		§111	Shar tsɨkoi, tsɨkoa ‘tener hipo;;  hipar’		None
1719	ts ɨ - k o - ( - )	15		hiccough, to hiccup	Amawaka	tsɨko-		ts ɨ k o		II		§111	A tsɨko- II		None
1720	ts ɨ - k u - ( - )	15		hiccough, to hiccup	Kaxinawa	tsɨku-		ts ɨ k u		None		§111	Kn tsɨku-		None
1721	ts !ɨ́/ɨ - k !ó/o - ( - )	15		hiccough, to hiccup	Marinawa	tsɨ́kó-		ts !ɨ́/ɨ k !ó/o		None		§111	M tsɨ́kó-		None
1722	ts i ʔ o ( - )	16		cicada	Proto-Panoan	tsiʔo		ts i ʔ o		None	Oliveira2014	§112	*tsiʔo ‘cigarra’ :		None
1723	tʃ i - o ( - )	16		cicada	Kakataibo	tʃio		tʃ i o		None		§112	Ksh tʃio		None
1724	ts i - !ṍ/õ ( - )	16		cicada	ShipiboKonibo	tsiṍ́		ts i !ṍ/õ		None		§112	SK tsiṍ́		None
1725	ts i ʔ o ( - )	16		cicada	Kapanawa	tsiʔo		ts i ʔ o		None		§112	Kp tsiʔo		None
1726	ts i ʔ o ( - )	16		cicada	Chakobo	tsiʔo		ts i ʔ o		None		§112	Ch tsiʔo		None
1727	ts ɨ - o ( - )	16		cicada	Sharanawa	tsɨo		ts ɨ o		None		§112	Shar tsɨo, tsɨon ‘chicharra’		None
1728	ts ɨ - o ( n )	16		cicada	Sharanawa	tsɨon		ts ɨ o n		None		§112	Shar tsɨo, tsɨon ‘chicharra’		None
1729	t e - o ( ʔ )	529		cicada	Katukina	teˈoʔ		t e o ʔ		None		§112	Kat **tiu [teˈoʔ] ‘cigarra’		1
